kuu,turunduskanal,kliente,tellimusi,kogukaive
2023-03-01 00:00:00,Tundmatu / kanal puudub,9,9,2374.41
2023-04-01 00:00:00,google_organic,165,179,268183.16
2023-04-01 00:00:00,facebook_ads,116,130,220127.17
2023-04-01 00:00:00,direct,121,127,179915.81
2023-04-01 00:00:00,email_campaign,91,102,137574.59
2023-04-01 00:00:00,instagram,87,94,119898.98
2023-04-01 00:00:00,tiktok,51,57,103379.50
2023-04-01 00:00:00,google_ads,61,64,67259.35
2023-04-01 00:00:00,Google,36,38,14047.36
2023-04-01 00:00:00,google,32,34,13230.55
2023-04-01 00:00:00,google organic,36,42,12040.17
2023-04-01 00:00:00,Google Organic,39,42,11776.66
2023-04-01 00:00:00,Facebook,25,31,11503.96
2023-04-01 00:00:00,Facebook Ads,17,18,10576.83
2023-04-01 00:00:00,fb_ads,21,22,9803.22
2023-04-01 00:00:00,ig_ads,16,16,5846.84
2023-04-01 00:00:00,Instagram,12,15,5656.42
2023-04-01 00:00:00,IG,7,9,4646.08
2023-04-01 00:00:00,FB,18,18,3971.78
2023-04-01 00:00:00,Tundmatu / kanal puudub,8,9,2810.24
2023-04-01 00:00:00,instagram_ads,11,11,1772.38
2023-05-01 00:00:00,google_organic,171,188,289712.69
2023-05-01 00:00:00,direct,126,130,214202.39
2023-05-01 00:00:00,facebook_ads,114,135,172240.55
2023-05-01 00:00:00,email_campaign,93,106,157061.75
2023-05-01 00:00:00,tiktok,42,45,77078.41
2023-05-01 00:00:00,google_ads,66,69,75709.27
2023-05-01 00:00:00,instagram,80,88,68020.39
2023-05-01 00:00:00,Google Organic,46,54,19499.46
2023-05-01 00:00:00,Google,41,49,14842.39
2023-05-01 00:00:00,google organic,35,42,12909.73
2023-05-01 00:00:00,Facebook,29,35,9961.27
2023-05-01 00:00:00,FB,20,22,9364.70
2023-05-01 00:00:00,google,30,32,8847.23
2023-05-01 00:00:00,Facebook Ads,15,17,6908.95
2023-05-01 00:00:00,instagram_ads,17,18,5978.09
2023-05-01 00:00:00,fb_ads,16,18,5639.41
2023-05-01 00:00:00,IG,14,17,3894.02
2023-05-01 00:00:00,Instagram,10,13,1889.13
2023-05-01 00:00:00,Tundmatu / kanal puudub,6,7,1547.70
2023-05-01 00:00:00,ig_ads,10,10,716.03
2023-06-01 00:00:00,google_organic,189,212,373438.54
2023-06-01 00:00:00,direct,136,143,262287.14
2023-06-01 00:00:00,facebook_ads,127,158,249982.85
2023-06-01 00:00:00,email_campaign,86,114,141539.57
2023-06-01 00:00:00,google_ads,68,75,114167.88
2023-06-01 00:00:00,instagram,97,105,106086.36
2023-06-01 00:00:00,tiktok,49,58,83913.58
2023-06-01 00:00:00,google organic,56,59,25612.45
2023-06-01 00:00:00,Google Organic,47,52,18418.07
2023-06-01 00:00:00,Google,43,50,18322.97
2023-06-01 00:00:00,google,44,49,16964.42
2023-06-01 00:00:00,Facebook,26,37,13530.67
2023-06-01 00:00:00,FB,24,25,9809.71
2023-06-01 00:00:00,Facebook Ads,14,17,7610.96
2023-06-01 00:00:00,Tundmatu / kanal puudub,16,19,5002.26
2023-06-01 00:00:00,IG,15,22,4875.85
2023-06-01 00:00:00,fb_ads,18,18,4188.60
2023-06-01 00:00:00,Instagram,8,10,2935.18
2023-06-01 00:00:00,instagram_ads,10,10,2784.86
2023-06-01 00:00:00,ig_ads,10,10,1893.38
2023-07-01 00:00:00,google_organic,196,216,367189.20
2023-07-01 00:00:00,direct,164,185,254362.08
2023-07-01 00:00:00,facebook_ads,141,171,226837.30
2023-07-01 00:00:00,instagram,105,118,146892.54
2023-07-01 00:00:00,email_campaign,104,120,130273.94
2023-07-01 00:00:00,google_ads,78,86,93353.79
2023-07-01 00:00:00,tiktok,49,53,85522.03
2023-07-01 00:00:00,Google Organic,53,60,18627.46
2023-07-01 00:00:00,google organic,46,49,16693.60
2023-07-01 00:00:00,Google,43,47,15029.57
2023-07-01 00:00:00,google,37,40,13947.92
2023-07-01 00:00:00,FB,28,30,11499.54
2023-07-01 00:00:00,Facebook,24,31,11053.88
2023-07-01 00:00:00,IG,24,30,10234.03
2023-07-01 00:00:00,Facebook Ads,22,27,8955.01
2023-07-01 00:00:00,Instagram,20,24,8131.11
2023-07-01 00:00:00,fb_ads,15,16,4484.00
2023-07-01 00:00:00,ig_ads,13,13,3637.61
2023-07-01 00:00:00,Tundmatu / kanal puudub,12,13,3314.79
2023-07-01 00:00:00,instagram_ads,10,10,2307.31
2023-08-01 00:00:00,google_organic,214,236,396011.09
2023-08-01 00:00:00,direct,158,169,250165.08
2023-08-01 00:00:00,facebook_ads,149,171,205370.43
2023-08-01 00:00:00,instagram,114,131,172617.70
2023-08-01 00:00:00,email_campaign,105,115,168856.80
2023-08-01 00:00:00,google_ads,74,82,111909.29
2023-08-01 00:00:00,tiktok,50,57,77396.87
2023-08-01 00:00:00,Google Organic,53,62,24249.35
2023-08-01 00:00:00,google organic,64,73,23977.19
2023-08-01 00:00:00,Google,50,56,16715.63
2023-08-01 00:00:00,google,39,41,15347.76
2023-08-01 00:00:00,IG,23,30,12286.95
2023-08-01 00:00:00,ig_ads,24,26,9945.50
2023-08-01 00:00:00,instagram_ads,25,30,8471.99
2023-08-01 00:00:00,Facebook,18,25,7775.51
2023-08-01 00:00:00,Facebook Ads,23,26,7197.28
2023-08-01 00:00:00,Instagram,17,23,6366.37
2023-08-01 00:00:00,fb_ads,22,22,6286.90
2023-08-01 00:00:00,FB,21,21,5554.89
2023-08-01 00:00:00,Tundmatu / kanal puudub,10,11,3375.69
2023-09-01 00:00:00,google_organic,150,165,233367.96
2023-09-01 00:00:00,direct,113,119,181889.39
2023-09-01 00:00:00,facebook_ads,99,118,179547.24
2023-09-01 00:00:00,email_campaign,76,99,145767.08
2023-09-01 00:00:00,instagram,70,80,98400.44
2023-09-01 00:00:00,google_ads,65,76,71456.90
2023-09-01 00:00:00,tiktok,43,49,57461.56
2023-09-01 00:00:00,google organic,37,41,13126.58
2023-09-01 00:00:00,Google Organic,34,37,12161.47
2023-09-01 00:00:00,Facebook,23,31,11613.81
2023-09-01 00:00:00,google,24,26,11042.08
2023-09-01 00:00:00,Google,32,33,8516.40
2023-09-01 00:00:00,Facebook Ads,15,17,8200.29
2023-09-01 00:00:00,instagram_ads,11,14,6637.23
2023-09-01 00:00:00,IG,12,17,6533.02
2023-09-01 00:00:00,ig_ads,12,12,5430.37
2023-09-01 00:00:00,FB,15,17,5009.34
2023-09-01 00:00:00,fb_ads,13,13,4072.81
2023-09-01 00:00:00,Instagram,13,15,3871.37
2023-09-01 00:00:00,Tundmatu / kanal puudub,14,15,1813.02
2023-10-01 00:00:00,google_organic,169,185,296106.74
2023-10-01 00:00:00,direct,114,123,195758.89
2023-10-01 00:00:00,facebook_ads,94,107,139349.42
2023-10-01 00:00:00,email_campaign,83,95,137960.70
2023-10-01 00:00:00,instagram,78,87,120599.15
2023-10-01 00:00:00,google_ads,58,65,83552.72
2023-10-01 00:00:00,tiktok,44,49,64786.75
2023-10-01 00:00:00,Google,36,43,17933.83
2023-10-01 00:00:00,google organic,42,46,17802.02
2023-10-01 00:00:00,Google Organic,36,40,13240.19
2023-10-01 00:00:00,google,28,32,11571.80
2023-10-01 00:00:00,fb_ads,16,18,7989.53
2023-10-01 00:00:00,IG,21,28,7643.82
2023-10-01 00:00:00,ig_ads,14,15,6739.37
2023-10-01 00:00:00,FB,17,18,6335.49
2023-10-01 00:00:00,instagram_ads,20,20,6328.78
2023-10-01 00:00:00,Facebook,16,20,6143.46
2023-10-01 00:00:00,Instagram,18,23,5946.07
2023-10-01 00:00:00,Facebook Ads,10,11,3419.63
2023-10-01 00:00:00,Tundmatu / kanal puudub,8,9,1700.62
2023-11-01 00:00:00,google_organic,149,166,242112.39
2023-11-01 00:00:00,direct,107,117,189642.53
2023-11-01 00:00:00,facebook_ads,102,111,157846.92
2023-11-01 00:00:00,email_campaign,73,86,130932.64
2023-11-01 00:00:00,instagram,71,79,118888.52
2023-11-01 00:00:00,google_ads,50,54,87237.92
2023-11-01 00:00:00,tiktok,39,43,71249.91
2023-11-01 00:00:00,google,42,48,16616.53
2023-11-01 00:00:00,google organic,37,41,11469.45
2023-11-01 00:00:00,IG,17,21,10327.24
2023-11-01 00:00:00,Google Organic,32,34,9551.67
2023-11-01 00:00:00,Google,26,28,9339.53
2023-11-01 00:00:00,Facebook,21,24,8044.12
2023-11-01 00:00:00,Tundmatu / kanal puudub,12,15,5970.04
2023-11-01 00:00:00,ig_ads,11,12,5744.80
2023-11-01 00:00:00,instagram_ads,12,14,5491.72
2023-11-01 00:00:00,Instagram,13,16,4280.10
2023-11-01 00:00:00,Facebook Ads,11,13,3607.54
2023-11-01 00:00:00,FB,13,13,3562.35
2023-11-01 00:00:00,fb_ads,12,12,3024.86
2023-12-01 00:00:00,google_organic,208,230,408106.79
2023-12-01 00:00:00,direct,154,174,269947.41
2023-12-01 00:00:00,facebook_ads,145,181,224557.74
2023-12-01 00:00:00,email_campaign,111,126,180090.65
2023-12-01 00:00:00,instagram,111,130,168010.77
2023-12-01 00:00:00,google_ads,80,88,96594.11
2023-12-01 00:00:00,tiktok,45,58,84880.11
2023-12-01 00:00:00,google organic,59,64,24502.22
2023-12-01 00:00:00,Google,47,55,18917.22
2023-12-01 00:00:00,Google Organic,52,58,18479.81
2023-12-01 00:00:00,google,47,50,12159.99
2023-12-01 00:00:00,Facebook,25,33,11062.99
2023-12-01 00:00:00,IG,20,27,8959.32
2023-12-01 00:00:00,FB,24,28,8513.78
2023-12-01 00:00:00,ig_ads,24,28,7990.02
2023-12-01 00:00:00,Tundmatu / kanal puudub,13,17,6116.98
2023-12-01 00:00:00,Instagram,18,25,5853.03
2023-12-01 00:00:00,instagram_ads,15,19,5458.17
2023-12-01 00:00:00,Facebook Ads,17,20,5401.55
2023-12-01 00:00:00,fb_ads,22,23,4459.41
2024-01-01 00:00:00,google_organic,164,174,263085.41
2024-01-01 00:00:00,direct,122,132,229175.60
2024-01-01 00:00:00,email_campaign,79,91,129828.45
2024-01-01 00:00:00,facebook_ads,113,125,125805.12
2024-01-01 00:00:00,instagram,78,82,117244.28
2024-01-01 00:00:00,google_ads,55,64,78010.27
2024-01-01 00:00:00,tiktok,38,43,45913.16
2024-01-01 00:00:00,google organic,32,36,14294.36
2024-01-01 00:00:00,Google Organic,41,44,13639.95
2024-01-01 00:00:00,google,36,38,12264.95
2024-01-01 00:00:00,Google,30,30,9877.63
2024-01-01 00:00:00,Facebook Ads,21,25,6441.03
2024-01-01 00:00:00,ig_ads,17,20,5410.40
2024-01-01 00:00:00,Facebook,21,22,5236.95
2024-01-01 00:00:00,fb_ads,19,19,4686.21
2024-01-01 00:00:00,FB,18,18,4290.36
2024-01-01 00:00:00,IG,10,12,3497.00
2024-01-01 00:00:00,Instagram,13,13,3493.62
2024-01-01 00:00:00,instagram_ads,12,12,2538.26
2024-01-01 00:00:00,Tundmatu / kanal puudub,6,7,2277.58
2024-02-01 00:00:00,google_organic,161,177,298096.01
2024-02-01 00:00:00,direct,105,112,141743.54
2024-02-01 00:00:00,email_campaign,85,99,134929.02
2024-02-01 00:00:00,facebook_ads,91,112,125913.84
2024-02-01 00:00:00,instagram,69,76,87540.77
2024-02-01 00:00:00,tiktok,42,50,60373.44
2024-02-01 00:00:00,google_ads,58,66,44107.78
2024-02-01 00:00:00,google organic,42,46,18307.00
2024-02-01 00:00:00,Google,41,49,15377.16
2024-02-01 00:00:00,Google Organic,36,38,14893.87
2024-02-01 00:00:00,google,36,39,13056.65
2024-02-01 00:00:00,IG,15,18,6816.16
2024-02-01 00:00:00,Tundmatu / kanal puudub,13,17,5284.27
2024-02-01 00:00:00,fb_ads,18,20,5137.14
2024-02-01 00:00:00,FB,15,15,4798.05
2024-02-01 00:00:00,ig_ads,10,10,4347.82
2024-02-01 00:00:00,Facebook,12,16,3994.16
2024-02-01 00:00:00,Instagram,12,16,3223.85
2024-02-01 00:00:00,Facebook Ads,11,13,3220.00
2024-02-01 00:00:00,instagram_ads,7,7,2780.76
2024-03-01 00:00:00,google_organic,193,216,362456.79
2024-03-01 00:00:00,direct,134,156,206567.53
2024-03-01 00:00:00,facebook_ads,124,153,186622.42
2024-03-01 00:00:00,instagram,109,123,168678.40
2024-03-01 00:00:00,email_campaign,90,111,166413.17
2024-03-01 00:00:00,google_ads,79,86,65726.79
2024-03-01 00:00:00,tiktok,56,69,64045.05
2024-03-01 00:00:00,google organic,48,55,17566.05
2024-03-01 00:00:00,Google,55,60,17095.87
2024-03-01 00:00:00,google,38,43,16659.56
2024-03-01 00:00:00,Google Organic,45,52,14806.22
2024-03-01 00:00:00,IG,18,26,12836.84
2024-03-01 00:00:00,Facebook,27,39,11858.49
2024-03-01 00:00:00,FB,20,24,10019.66
2024-03-01 00:00:00,Instagram,22,28,8879.80
2024-03-01 00:00:00,ig_ads,22,24,8204.53
2024-03-01 00:00:00,Facebook Ads,14,17,6929.45
2024-03-01 00:00:00,instagram_ads,16,17,6059.72
2024-03-01 00:00:00,Tundmatu / kanal puudub,13,15,3336.46
2024-03-01 00:00:00,fb_ads,12,12,3017.33
2024-04-01 00:00:00,google_organic,192,217,293721.40
2024-04-01 00:00:00,direct,148,170,286150.70
2024-04-01 00:00:00,facebook_ads,132,153,187431.86
2024-04-01 00:00:00,email_campaign,91,109,168663.24
2024-04-01 00:00:00,google_ads,71,91,106551.78
2024-04-01 00:00:00,instagram,82,90,98659.38
2024-04-01 00:00:00,tiktok,49,64,77783.71
2024-04-01 00:00:00,google organic,58,67,22409.96
2024-04-01 00:00:00,Google Organic,52,55,19082.62
2024-04-01 00:00:00,google,42,50,14319.67
2024-04-01 00:00:00,Google,36,40,10734.69
2024-04-01 00:00:00,Facebook Ads,24,28,9357.65
2024-04-01 00:00:00,fb_ads,22,24,8472.66
2024-04-01 00:00:00,FB,25,25,7904.92
2024-04-01 00:00:00,Facebook,22,27,7839.02
2024-04-01 00:00:00,IG,14,19,6363.89
2024-04-01 00:00:00,instagram_ads,14,15,5475.45
2024-04-01 00:00:00,Instagram,13,15,4391.70
2024-04-01 00:00:00,Tundmatu / kanal puudub,13,14,3175.91
2024-04-01 00:00:00,ig_ads,9,11,3106.02
2024-05-01 00:00:00,google_organic,196,212,363427.83
2024-05-01 00:00:00,direct,149,161,229883.80
2024-05-01 00:00:00,facebook_ads,136,157,225328.99
2024-05-01 00:00:00,email_campaign,86,107,155862.94
2024-05-01 00:00:00,instagram,111,123,147036.97
2024-05-01 00:00:00,google_ads,76,84,95507.05
2024-05-01 00:00:00,tiktok,47,52,44230.15
2024-05-01 00:00:00,Google Organic,43,50,18337.74
2024-05-01 00:00:00,Google,42,45,18273.40
2024-05-01 00:00:00,google,40,44,16220.54
2024-05-01 00:00:00,google organic,42,48,15203.45
2024-05-01 00:00:00,Facebook,25,31,8974.20
2024-05-01 00:00:00,Facebook Ads,22,24,8429.67
2024-05-01 00:00:00,ig_ads,22,23,7353.02
2024-05-01 00:00:00,FB,19,20,6940.40
2024-05-01 00:00:00,instagram_ads,22,24,5775.92
2024-05-01 00:00:00,Instagram,17,18,5020.35
2024-05-01 00:00:00,IG,16,21,4944.18
2024-05-01 00:00:00,Tundmatu / kanal puudub,9,14,4746.93
2024-05-01 00:00:00,fb_ads,21,21,4178.99
2024-06-01 00:00:00,google_organic,231,260,381706.37
2024-06-01 00:00:00,direct,156,177,280160.83
2024-06-01 00:00:00,facebook_ads,171,211,238259.23
2024-06-01 00:00:00,email_campaign,110,124,175497.65
2024-06-01 00:00:00,google_ads,96,112,133533.65
2024-06-01 00:00:00,instagram,109,126,127645.65
2024-06-01 00:00:00,tiktok,56,68,118989.56
2024-06-01 00:00:00,Google,46,61,21045.46
2024-06-01 00:00:00,google organic,52,59,19374.07
2024-06-01 00:00:00,Google Organic,41,49,14168.44
2024-06-01 00:00:00,google,43,47,13652.17
2024-06-01 00:00:00,FB,26,28,9836.43
2024-06-01 00:00:00,fb_ads,26,28,9655.78
2024-06-01 00:00:00,instagram_ads,25,26,9475.04
2024-06-01 00:00:00,Facebook,24,29,8474.93
2024-06-01 00:00:00,IG,22,29,8455.50
2024-06-01 00:00:00,ig_ads,22,25,7433.14
2024-06-01 00:00:00,Facebook Ads,20,20,7205.43
2024-06-01 00:00:00,Instagram,22,27,6549.58
2024-06-01 00:00:00,Tundmatu / kanal puudub,12,16,4528.02
2024-07-01 00:00:00,google_organic,248,279,408060.31
2024-07-01 00:00:00,direct,176,203,372003.69
2024-07-01 00:00:00,email_campaign,130,155,261786.17
2024-07-01 00:00:00,facebook_ads,155,195,253266.59
2024-07-01 00:00:00,instagram,101,115,130917.60
2024-07-01 00:00:00,google_ads,91,108,115595.60
2024-07-01 00:00:00,tiktok,55,69,96142.12
2024-07-01 00:00:00,google,56,65,27129.17
2024-07-01 00:00:00,google organic,53,63,23646.76
2024-07-01 00:00:00,Google,57,64,16232.62
2024-07-01 00:00:00,Google Organic,49,58,15628.93
2024-07-01 00:00:00,Facebook,29,36,15402.60
2024-07-01 00:00:00,IG,24,30,9538.23
2024-07-01 00:00:00,fb_ads,27,30,7906.69
2024-07-01 00:00:00,Facebook Ads,22,26,7540.22
2024-07-01 00:00:00,FB,26,27,7323.53
2024-07-01 00:00:00,ig_ads,11,12,5454.30
2024-07-01 00:00:00,instagram_ads,17,19,5405.53
2024-07-01 00:00:00,Instagram,13,18,5151.94
2024-07-01 00:00:00,Tundmatu / kanal puudub,15,20,4720.26
2024-08-01 00:00:00,google_organic,234,267,438229.67
2024-08-01 00:00:00,direct,178,207,315570.63
2024-08-01 00:00:00,facebook_ads,167,203,243673.61
2024-08-01 00:00:00,email_campaign,114,137,180682.02
2024-08-01 00:00:00,instagram,126,142,165680.76
2024-08-01 00:00:00,google_ads,90,109,105252.16
2024-08-01 00:00:00,tiktok,64,74,95544.69
2024-08-01 00:00:00,google organic,46,53,22864.86
2024-08-01 00:00:00,google,47,53,16224.02
2024-08-01 00:00:00,Google Organic,42,48,14814.70
2024-08-01 00:00:00,Google,44,53,13868.98
2024-08-01 00:00:00,Facebook,29,39,10227.84
2024-08-01 00:00:00,ig_ads,23,24,8963.18
2024-08-01 00:00:00,IG,23,28,7928.16
2024-08-01 00:00:00,FB,27,29,7767.36
2024-08-01 00:00:00,instagram_ads,22,24,7119.03
2024-08-01 00:00:00,fb_ads,27,30,6993.09
2024-08-01 00:00:00,Facebook Ads,22,27,6749.24
2024-08-01 00:00:00,Instagram,23,27,6338.42
2024-08-01 00:00:00,Tundmatu / kanal puudub,13,18,6296.59
2024-09-01 00:00:00,google_organic,179,216,323821.27
2024-09-01 00:00:00,direct,132,156,218110.41
2024-09-01 00:00:00,facebook_ads,125,156,196812.45
2024-09-01 00:00:00,email_campaign,93,120,167781.23
2024-09-01 00:00:00,instagram,81,90,106286.51
2024-09-01 00:00:00,tiktok,48,61,88764.78
2024-09-01 00:00:00,google_ads,65,80,84850.78
2024-09-01 00:00:00,Google Organic,35,44,18096.96
2024-09-01 00:00:00,google organic,42,52,16659.52
2024-09-01 00:00:00,google,42,50,14692.42
2024-09-01 00:00:00,Google,33,41,13791.30
2024-09-01 00:00:00,Facebook Ads,18,26,7203.07
2024-09-01 00:00:00,FB,19,20,6408.72
2024-09-01 00:00:00,Facebook,22,25,6120.57
2024-09-01 00:00:00,Tundmatu / kanal puudub,14,18,6075.08
2024-09-01 00:00:00,ig_ads,13,17,5526.28
2024-09-01 00:00:00,IG,15,19,5429.41
2024-09-01 00:00:00,fb_ads,19,19,4679.04
2024-09-01 00:00:00,instagram_ads,13,13,4618.95
2024-09-01 00:00:00,Instagram,12,14,4201.73
2024-10-01 00:00:00,google_organic,177,204,374765.11
2024-10-01 00:00:00,direct,138,156,280755.82
2024-10-01 00:00:00,facebook_ads,137,161,240347.41
2024-10-01 00:00:00,instagram,91,105,205361.90
2024-10-01 00:00:00,email_campaign,89,106,149369.65
2024-10-01 00:00:00,google_ads,69,79,100183.29
2024-10-01 00:00:00,tiktok,41,47,70836.14
2024-10-01 00:00:00,Google Organic,35,43,23616.83
2024-10-01 00:00:00,google organic,44,55,19732.97
2024-10-01 00:00:00,google,36,42,16559.83
2024-10-01 00:00:00,Google,37,43,15673.17
2024-10-01 00:00:00,IG,20,27,13547.89
2024-10-01 00:00:00,ig_ads,23,26,9877.95
2024-10-01 00:00:00,Facebook,20,25,9429.70
2024-10-01 00:00:00,fb_ads,23,24,7320.12
2024-10-01 00:00:00,instagram_ads,20,21,6969.70
2024-10-01 00:00:00,FB,16,17,6853.45
2024-10-01 00:00:00,Facebook Ads,17,23,6685.52
2024-10-01 00:00:00,Instagram,12,13,5133.88
2024-10-01 00:00:00,Tundmatu / kanal puudub,15,18,4677.42
2024-11-01 00:00:00,google_organic,172,198,288691.15
2024-11-01 00:00:00,direct,133,144,180622.21
2024-11-01 00:00:00,facebook_ads,112,139,176273.11
2024-11-01 00:00:00,email_campaign,89,111,159671.12
2024-11-01 00:00:00,instagram,88,100,128816.40
2024-11-01 00:00:00,google_ads,73,85,99088.82
2024-11-01 00:00:00,tiktok,42,51,98209.50
2024-11-01 00:00:00,google organic,44,52,20477.49
2024-11-01 00:00:00,Google Organic,39,49,19788.23
2024-11-01 00:00:00,google,29,34,12530.01
2024-11-01 00:00:00,Google,31,37,8803.51
2024-11-01 00:00:00,Facebook,17,21,6229.17
2024-11-01 00:00:00,fb_ads,19,20,5817.22
2024-11-01 00:00:00,Instagram,16,21,5537.03
2024-11-01 00:00:00,FB,21,21,5454.50
2024-11-01 00:00:00,instagram_ads,14,15,5055.70
2024-11-01 00:00:00,IG,14,19,4878.99
2024-11-01 00:00:00,ig_ads,13,14,4079.50
2024-11-01 00:00:00,Facebook Ads,17,21,3546.67
2024-11-01 00:00:00,Tundmatu / kanal puudub,9,10,2219.15
2024-12-01 00:00:00,google_organic,243,294,485788.46
2024-12-01 00:00:00,facebook_ads,168,219,305329.55
2024-12-01 00:00:00,direct,170,187,288789.50
2024-12-01 00:00:00,instagram,130,152,232361.74
2024-12-01 00:00:00,email_campaign,125,155,229076.61
2024-12-01 00:00:00,google_ads,102,113,134957.10
2024-12-01 00:00:00,tiktok,54,65,97887.07
2024-12-01 00:00:00,Google Organic,50,72,27975.93
2024-12-01 00:00:00,google,58,67,25280.57
2024-12-01 00:00:00,google organic,55,66,24381.37
2024-12-01 00:00:00,Google,54,69,21603.74
2024-12-01 00:00:00,Facebook,25,34,11906.95
2024-12-01 00:00:00,Instagram,25,32,11345.86
2024-12-01 00:00:00,Facebook Ads,27,29,11098.40
2024-12-01 00:00:00,ig_ads,21,24,10026.69
2024-12-01 00:00:00,IG,24,31,9373.31
2024-12-01 00:00:00,fb_ads,25,28,8086.72
2024-12-01 00:00:00,FB,20,23,7255.96
2024-12-01 00:00:00,instagram_ads,16,18,5345.05
2024-12-01 00:00:00,Tundmatu / kanal puudub,12,21,5098.05
2025-01-01 00:00:00,google_organic,148,164,273349.55
2025-01-01 00:00:00,direct,113,124,197648.24
2025-01-01 00:00:00,facebook_ads,101,116,145744.03
2025-01-01 00:00:00,instagram,85,95,135019.81
2025-01-01 00:00:00,email_campaign,58,66,98689.19
2025-01-01 00:00:00,google_ads,59,66,96708.75
2025-01-01 00:00:00,tiktok,37,40,59016.54
2025-01-01 00:00:00,Google Organic,37,43,19031.73
2025-01-01 00:00:00,google organic,41,53,16211.85
2025-01-01 00:00:00,Google,44,45,15016.77
2025-01-01 00:00:00,google,32,33,14669.98
2025-01-01 00:00:00,IG,21,27,7351.60
2025-01-01 00:00:00,FB,21,21,6885.55
2025-01-01 00:00:00,Instagram,15,17,6595.88
2025-01-01 00:00:00,fb_ads,14,14,5440.01
2025-01-01 00:00:00,Facebook Ads,15,18,5243.87
2025-01-01 00:00:00,Facebook,19,21,5238.86
2025-01-01 00:00:00,ig_ads,11,13,3099.67
2025-01-01 00:00:00,instagram_ads,8,8,2829.35
2025-01-01 00:00:00,Tundmatu / kanal puudub,6,8,2031.23
2025-02-01 00:00:00,google_organic,183,213,331677.51
2025-02-01 00:00:00,direct,118,130,180562.29
2025-02-01 00:00:00,facebook_ads,104,128,155821.17
2025-02-01 00:00:00,instagram,83,92,126457.41
2025-02-01 00:00:00,email_campaign,69,79,83170.88
2025-02-01 00:00:00,tiktok,45,52,67180.36
2025-02-01 00:00:00,google_ads,50,58,65489.29
2025-02-01 00:00:00,Google Organic,42,53,19790.66
2025-02-01 00:00:00,google organic,33,43,15308.05
2025-02-01 00:00:00,Google,37,40,15252.39
