kuu,turunduskanal,kliente,tellimusi,kogukaive
2023-12-01 00:00:00,google_unspecified,6,6,1809.47
2024-01-01 00:00:00,google_organic,67,68,22266.85
2024-01-01 00:00:00,direct,46,48,12448.99
2024-01-01 00:00:00,email_campaign,35,39,10298.16
2024-01-01 00:00:00,unknown,6,38,9905.66
2024-01-01 00:00:00,facebook_ads,31,42,8291.40
2024-01-01 00:00:00,google_ads,20,22,6582.29
2024-01-01 00:00:00,instagram,20,22,6546.94
2024-01-01 00:00:00,tiktok,16,19,5218.95
2024-01-01 00:00:00,instagram_ads,4,5,1974.79
2024-01-01 00:00:00,facebook,6,6,1107.94
2024-02-01 00:00:00,google_organic,71,78,25112.03
2024-02-01 00:00:00,unknown,13,57,15860.11
2024-02-01 00:00:00,facebook_ads,37,54,12807.32
2024-02-01 00:00:00,direct,43,44,10614.95
2024-02-01 00:00:00,email_campaign,29,31,7906.51
2024-02-01 00:00:00,instagram,22,26,6454.42
2024-02-01 00:00:00,google_ads,20,20,4136.48
2024-02-01 00:00:00,tiktok,13,15,4119.86
2024-03-01 00:00:00,google_organic,70,76,20857.44
2024-03-01 00:00:00,facebook_ads,50,70,19102.04
2024-03-01 00:00:00,email_campaign,41,49,15074.63
2024-03-01 00:00:00,instagram,42,47,14750.67
2024-03-01 00:00:00,unknown,13,53,14615.29
2024-03-01 00:00:00,direct,44,48,10493.01
2024-03-01 00:00:00,google_ads,30,31,5761.90
2024-03-01 00:00:00,facebook,10,12,4155.21
2024-03-01 00:00:00,tiktok,13,18,2451.62
2024-04-01 00:00:00,google_organic,81,88,23313.89
2024-04-01 00:00:00,facebook_ads,56,72,18969.55
2024-04-01 00:00:00,direct,52,58,17035.70
2024-04-01 00:00:00,unknown,13,55,14293.22
2024-04-01 00:00:00,email_campaign,33,38,12875.55
2024-04-01 00:00:00,google_ads,25,34,11622.08
2024-04-01 00:00:00,instagram,25,27,8149.62
2024-04-01 00:00:00,tiktok,16,20,5165.66
2024-04-01 00:00:00,google_unspecified,8,10,1488.98
2024-04-01 00:00:00,instagram_ads,5,6,306.26
2024-05-01 00:00:00,google_organic,77,84,25030.84
2024-05-01 00:00:00,facebook_ads,53,67,17894.77
2024-05-01 00:00:00,direct,61,63,17593.90
2024-05-01 00:00:00,unknown,9,52,14755.60
2024-05-01 00:00:00,google_ads,32,35,11396.16
2024-05-01 00:00:00,instagram,33,40,11245.34
2024-05-01 00:00:00,email_campaign,26,34,10481.18
2024-05-01 00:00:00,tiktok,18,20,3860.34
2024-05-01 00:00:00,facebook,6,7,2535.83
2024-05-01 00:00:00,instagram_ads,5,5,1151.10
2024-05-01 00:00:00,google_unspecified,6,6,897.96
2024-06-01 00:00:00,facebook_ads,67,88,28005.17
2024-06-01 00:00:00,unknown,12,79,27591.70
2024-06-01 00:00:00,google_organic,88,108,25887.46
2024-06-01 00:00:00,direct,69,78,18923.62
2024-06-01 00:00:00,email_campaign,42,46,13536.57
2024-06-01 00:00:00,google_ads,35,39,9936.17
2024-06-01 00:00:00,tiktok,22,22,8110.60
2024-06-01 00:00:00,instagram,26,33,7003.88
2024-06-01 00:00:00,instagram_ads,8,8,3305.44
2024-06-01 00:00:00,facebook,4,5,921.50
2024-07-01 00:00:00,google_organic,111,121,34089.90
2024-07-01 00:00:00,facebook_ads,58,87,26868.30
2024-07-01 00:00:00,direct,85,92,25179.55
2024-07-01 00:00:00,unknown,15,67,16834.31
2024-07-01 00:00:00,email_campaign,42,48,15864.37
2024-07-01 00:00:00,google_ads,26,30,12037.93
2024-07-01 00:00:00,instagram,28,33,7779.79
2024-07-01 00:00:00,tiktok,12,16,3675.66
2024-07-01 00:00:00,google_unspecified,10,11,2766.73
2024-08-01 00:00:00,google_organic,103,112,29772.26
2024-08-01 00:00:00,facebook_ads,66,91,24758.05
2024-08-01 00:00:00,direct,65,75,23528.95
2024-08-01 00:00:00,unknown,13,63,21112.07
2024-08-01 00:00:00,email_campaign,38,42,13178.31
2024-08-01 00:00:00,instagram,34,40,12223.23
2024-08-01 00:00:00,google_ads,35,41,10641.98
2024-08-01 00:00:00,tiktok,19,24,4925.00
2024-08-01 00:00:00,google_unspecified,8,10,2445.77
2024-08-01 00:00:00,facebook,8,9,1750.86
2024-09-01 00:00:00,google_organic,68,78,22100.21
2024-09-01 00:00:00,facebook_ads,50,76,21214.87
2024-09-01 00:00:00,unknown,14,49,15292.39
2024-09-01 00:00:00,direct,51,56,14860.25
2024-09-01 00:00:00,email_campaign,41,50,14621.92
2024-09-01 00:00:00,instagram,24,26,6498.76
2024-09-01 00:00:00,tiktok,14,20,6060.49
2024-09-01 00:00:00,google_ads,17,18,3820.22
2024-09-01 00:00:00,google_unspecified,9,10,3042.42
2024-09-01 00:00:00,facebook,6,7,1116.34
2024-10-01 00:00:00,google_organic,91,106,38158.24
2024-10-01 00:00:00,facebook_ads,43,54,18281.30
2024-10-01 00:00:00,direct,49,55,17393.32
2024-10-01 00:00:00,unknown,15,49,13499.65
2024-10-01 00:00:00,instagram,23,29,12240.10
2024-10-01 00:00:00,email_campaign,39,42,10936.47
2024-10-01 00:00:00,google_ads,22,24,8523.05
2024-10-01 00:00:00,tiktok,17,22,5738.13
2024-10-01 00:00:00,google_unspecified,5,5,1114.20
2024-11-01 00:00:00,google_organic,73,82,18470.20
2024-11-01 00:00:00,facebook_ads,43,65,16999.11
2024-11-01 00:00:00,unknown,9,53,16715.91
2024-11-01 00:00:00,direct,65,66,16488.38
2024-11-01 00:00:00,email_campaign,28,35,11585.42
2024-11-01 00:00:00,instagram,30,36,10571.77
2024-11-01 00:00:00,tiktok,14,15,7458.62
2024-11-01 00:00:00,google_ads,22,28,6892.34
2024-11-01 00:00:00,google_unspecified,8,8,3422.62
2024-12-01 00:00:00,google_organic,103,121,36951.01
2024-12-01 00:00:00,facebook_ads,67,109,34635.47
2024-12-01 00:00:00,instagram,46,57,23884.51
2024-12-01 00:00:00,unknown,12,67,21516.59
2024-12-01 00:00:00,direct,55,56,17365.15
2024-12-01 00:00:00,email_campaign,50,61,14722.80
2024-12-01 00:00:00,google_ads,38,39,10632.89
2024-12-01 00:00:00,tiktok,22,22,6044.26
2024-12-01 00:00:00,google_unspecified,12,12,3144.77
2025-01-01 00:00:00,google_organic,58,67,23352.81
2025-01-01 00:00:00,instagram,31,34,15869.56
2025-01-01 00:00:00,facebook_ads,42,51,14313.04
2025-01-01 00:00:00,direct,46,48,12445.51
2025-01-01 00:00:00,unknown,6,44,10690.65
2025-01-01 00:00:00,google_ads,22,27,9028.05
2025-01-01 00:00:00,email_campaign,23,29,6750.71
2025-01-01 00:00:00,tiktok,16,16,3826.80
2025-01-01 00:00:00,google_unspecified,5,5,1555.20
2025-02-01 00:00:00,google_organic,83,92,23562.71
2025-02-01 00:00:00,facebook_ads,40,53,13947.81
2025-02-01 00:00:00,direct,45,49,13701.04
2025-02-01 00:00:00,unknown,11,43,11836.81
2025-02-01 00:00:00,instagram,27,34,10871.98
2025-02-01 00:00:00,email_campaign,26,31,8962.22
2025-02-01 00:00:00,tiktok,17,21,5403.99
2025-02-01 00:00:00,google_ads,9,11,3651.18
2025-02-01 00:00:00,google_unspecified,6,6,1692.10
